Game,Rally,Player,Team,Space,Action,Errors,Nothing,Score
20,12.0,BRA_18,BRA,5,D_0,1.0,,
20,12.0,USA_8,USA,8,R_0,,1.0,
20,12.0,USA_11,USA,2,G_1,,1.0,
20,12.0,USA_2,USA,1,A_0,,1.0,
20,12.0,BRA_12,BRA,M,JS_0,,1.0,
20,12.0,BRA_12,BRA,5,D_0,,1.0,
20,12.0,BRA_18,BRA,FZ,G_0,,1.0,
20,12.0,BRA_9,BRA,1,At_0,,1.0,
16,4.0,FRA_14,FRA,3,B_0,,,1.0
16,4.0,FRA_17,FRA,4,R_1,,1.0,
16,4.0,FRA_11,FRA,2,G_1,,1.0,
16,4.0,FRA_17,FRA,1,A_0,,1.0,
16,4.0,JAP_6,JAP,L,FS_0,,1.0,
16,4.0,JAP_6,JAP,4,D_0,,1.0,
16,4.0,JAP_8,JAP,FZ,G_0,,1.0,
16,4.0,JAP_7,JAP,1,A_0,1.0,,
2,14.0,POL_16,POL,5,R_1,,1.0,
2,14.0,POL_19,POL,2,G_1,,1.0,
2,14.0,POL_6,POL,1,A_0,,,1.0
2,14.0,IRI_18,IRI,L,FS_0,,1.0,
2,14.0,IRI_8,IRI,4,D_0,1.0,,
21,20.0,BRA_18,BRA,8,R_0,1.0,,
21,20.0,USA_8,USA,M,JS_0,,,1.0
15,28.0,ITA_15,ITA,L,JS_0,1.0,,
18,38.0,FRA_17,FRA,8,R_0,,1.0,
18,38.0,FRA_11,FRA,2,G_1,,1.0,
18,38.0,FRA_17,FRA,2,A_0,,,1.0
18,38.0,JAP_12,JAP,M,JS_0,,1.0,
18,38.0,JAP_12,JAP,8,D_0,1.0,,
22,8.0,BRA_9,BRA,4,R_0,,1.0,
22,8.0,BRA_1,BRA,2,G_0,,1.0,
22,8.0,BRA_23,BRA,2,A_0,1.0,,
22,8.0,USA_8,USA,M,FS_0,,1.0,
9,34.0,NED_4,NED,M,JS_0,1.0,,
28,40.0,POL_16,POL,7,R_0,,1.0,
28,40.0,POL_19,POL,4,G_0,,1.0,
28,40.0,POL_16,POL,1,A_0,1.0,,
28,40.0,USA_11,USA,Y,JS_0,,1.0,
15,22.0,ITA_15,ITA,7,R_1,,1.0,
15,22.0,ITA_6,ITA,2,G_0,,1.0,
15,22.0,ITA_19,ITA,2,A_0,1.0,,
15,22.0,POL_6,POL,Y,JS_0,,1.0,
12,36.0,ITA_7,ITA,8,R_0,1.0,,
12,36.0,NED_12,NED,L,FS_0,,,1.0
30,31.0,POL_10,POL,9,R_0,1.0,,
30,31.0,USA_8,USA,Y,JS_0,,,1.0
11,2.0,ITA_5,ITA,4,R_0,,1.0,
11,2.0,ITA_6,ITA,2,G_0,,1.0,
11,2.0,ITA_19,ITA,1,A_0,,,1.0
11,2.0,NED_2,NED,Y,FS_0,,1.0,
11,2.0,NED_18,NED,4,D_0,1.0,,
27,6.0,USA_18,USA,7,R_0,,1.0,
27,6.0,USA_11,USA,2,G_0,,1.0,
27,6.0,USA_2,USA,2,A_0,1.0,,
27,6.0,FRA_11,FRA,Y,JS_0,,1.0,
25,24.0,USA_8,USA,Y,JS_0,1.0,,
1,15.0,IRI_8,IRI,5,R_1,,1.0,
1,15.0,IRI_18,IRI,2,G_0,,1.0,
1,15.0,IRI_5,IRI,2,A_0,1.0,,
1,15.0,POL_19,POL,L,FS_0,,1.0,
1,15.0,POL_15,POL,2,B_0,,,1.0
4,23.0,IRI_22,IRI,4,R_1,,1.0,
4,23.0,IRI_18,IRI,2,G_1,,1.0,
4,23.0,IRI_17,IRI,3,At_0,,,1.0
4,23.0,POL_7,POL,L,FS_0,,1.0,
4,23.0,POL_12,POL,5,D_0,1.0,,
6,12.0,ITA_5,ITA,8,R_1,,1.0,
6,12.0,ITA_6,ITA,2,G_1,,1.0,
6,12.0,ITA_14,ITA,2,A_0,,,1.0
6,12.0,FRA_14,FRA,Y,JS_0,,1.0,
6,12.0,FRA_4,FRA,6,D_0,1.0,,
19,13.0,USA_8,USA,M,JS_0,1.0,,
13,1.0,ITA_6,ITA,5,D_0,,1.0,
13,1.0,ITA_7,ITA,4,G_0,,1.0,
13,1.0,ITA_16,ITA,3,A_0,,,1.0
13,1.0,POL_16,POL,1,B_0,1.0,,
13,1.0,ITA_14,ITA,4,R_0,,1.0,
13,1.0,ITA_5,ITA,7,D_0,,1.0,
13,1.0,ITA_15,ITA,1,A_0,,1.0,
13,1.0,POL_15,POL,Y,JS_0,,1.0,
13,1.0,POL_22,POL,3,B_0,,1.0,
24,6.0,UAS_8,UAS,6,R_0,,1.0,
24,6.0,UAS_11,UAS,2,G_0,,1.0,
24,6.0,UAS_2,UAS,1,A_0,1.0,,
24,6.0,FRA_17,FRA,Y,JS_0,,1.0,
23,24.0,USA_11,USA,2,B_0,,1.0,
23,24.0,USA_4,USA,2,D_0,,1.0,
23,24.0,USA_11,USA,2,D_0,,1.0,
23,24.0,USA_8,USA,3,At_0,,1.0,
23,24.0,USA_15,USA,6,D_0,1.0,,
23,24.0,FRA_14,FRA,3,B_0,,1.0,
23,24.0,FRA_17,FRA,3,D_0,,1.0,
23,24.0,FRA_11,FRA,6,G_0,,1.0,
23,24.0,FRA_17,FRA,1,A_0,,,1.0
23,24.0,USA_2,USA,6,R_0,,1.0,
23,24.0,USA_11,USA,3,G_0,,1.0,
23,24.0,USA_8,USA,1,At_0,,1.0,
23,24.0,FRA_1,FRA,Y,JS_0,,1.0,
23,24.0,FRA_11,FRA,6,D_0,,1.0,
23,24.0,FRA_9,FRA,6,D_0,,1.0,
23,24.0,FRA_17,FRA,2,A_0,,1.0,
28,25.0,POL_6,POL,1,B_0,1.0,,
28,25.0,POL_16,POL,7,R_0,,1.0,
28,25.0,USA_5,USA,Y,JS_0,,1.0,
28,25.0,USA_4,USA,2,D_0,,1.0,
28,25.0,USA_11,USA,3,G_1,,1.0,
28,25.0,USA_5,USA,3,A_0,,,1.0
30,8.0,POL_21,POL,8,R_0,,1.0,
30,8.0,POL_19,POL,5,G_0,,1.0,
30,8.0,POL_10,POL,1,A_0,,,1.0
30,8.0,USA_11,USA,Y,JS_0,,1.0,
30,8.0,USA_20,USA,3,B_0,,1.0,
30,8.0,USA_2,USA,8,D_0,1.0,,
3,16.0,POL_19,POL,L,FS_0,1.0,,
29,22.0,POL_16,POL,9,R_0,,1.0,
29,22.0,POL_19,POL,2,G_0,,1.0,
29,22.0,POL_6,POL,1,A_0,,,1.0
29,22.0,USA_11,USA,Y,JS_0,,1.0,
29,22.0,USA_2,USA,8,D_0,1.0,,
7,43.0,ITA_7,ITA,4,D_0,1.0,,
7,43.0,ITA_5,ITA,9,R_1,,1.0,
7,43.0,ITA_6,ITA,2,G_1,,1.0,
7,43.0,ITA_9,ITA,1,A_0,,1.0,
7,43.0,FRA_25,FRA,L,JS_0,,1.0,
7,43.0,FRA_4,FRA,3,B_0,,,1.0
11,26.0,NED_3,NED,5,D_0,,1.0,
11,26.0,NED_2,NED,2,G_0,,1.0,
11,26.0,NED_3,NED,1,A_0,,1.0,
11,26.0,ITA_16,ITA,3,B_0,1.0,,
11,26.0,NED_12,NED,8,R_0,,1.0,
11,26.0,NED_2,NED,2,G_0,,1.0,
11,26.0,NED_2,NED,2,A_0,,1.0,
11,26.0,ITA_19,ITA,L,FS_0,,1.0,
11,26.0,ITA_17,ITA,2,B_0,,1.0,
11,26.0,ITA_19,ITA,4,D_0,,1.0,
11,26.0,ITA_6,ITA,6,D_0,,1.0,
28,32.0,USA_22,USA,8,R_0,1.0,,
28,32.0,POL_15,POL,Y,JS_0,,,1.0
28,43.0,USA_2,USA,8,R_0,,1.0,
28,43.0,USA_11,USA,2,G_1,,1.0,
28,43.0,USA_20,USA,1,A_0,,,1.0
28,43.0,POL_16,POL,M,JS_0,,1.0,
28,43.0,POL_12,POL,6,D_0,1.0,,
24,8.0,UAS_11,UAS,5,D_0,1.0,,
24,8.0,UAS_8,UAS,9,R_0,,1.0,
24,8.0,FRA_17,FRA,Y,JS_0,,1.0,
24,8.0,FRA_9,FRA,1,A_0,,,1.0
26,45.0,FRA_17,FRA,4,R_0,,1.0,
26,45.0,FRA_11,FRA,3,G_0,,1.0,
26,45.0,FRA_4,FRA,1,A_0,,,1.0
26,45.0,USA_18,USA,Y,JS_0,,1.0,
26,45.0,USA_11,USA,3,D_0,1.0,,
25,7.0,USA_22,USA,6,D_0,,1.0,
25,7.0,USA_2,USA,6,G_1,,1.0,
25,7.0,USA_18,USA,1,A_0,,,1.0
25,7.0,FRA_2,FRA,5,D_0,1.0,,
25,7.0,USA_18,USA,4,R_1,,1.0,
25,7.0,USA_11,USA,2,G_0,,1.0,
25,7.0,USA_4,USA,2,A_0,,1.0,
25,7.0,FRA_17,FRA,M,JS_0,,1.0,
25,7.0,FRA_14,FRA,2,B_0,,1.0,
29,2.0,USA_8,USA,8,R_0,,1.0,
29,2.0,USA_11,USA,3,G_0,,1.0,
29,2.0,USA_5,USA,1,A_0,,,1.0
29,2.0,POL_15,POL,Y,JS_0,,1.0,
29,2.0,POL_20,POL,1,B_0,1.0,,
1,25.0,POL_6,POL,Y,JS_0,1.0,,
3,41.0,IRI_49,IRI,Y,JS_0,1.0,,
22,9.0,USA_8,USA,M,FS_0,1.0,,
2,48.0,POL_17,POL,6,R_0,,1.0,
2,48.0,POL_19,POL,3,G_1,,1.0,
2,48.0,POL_6,POL,1,A_0,,,1.0
2,48.0,IRI_18,IRI,L,FS_0,,1.0,
2,48.0,IRI_22,IRI,9,D_0,1.0,,
20,9.0,BRA_9,BRA,1,D_0,1.0,,
20,9.0,BRA_17,BRA,5,R_0,,1.0,
20,9.0,BRA_1,BRA,5,G_0,,1.0,
20,9.0,BRA_9,BRA,1,A_0,,1.0,
20,9.0,USA_20,USA,L,JS_0,,1.0,
20,9.0,USA_4,USA,3,B_0,,,1.0
24,13.0,FRA_14,FRA,Y,JS_0,1.0,,
26,39.0,FRA_17,FRA,5,R_0,,1.0,
26,39.0,FRA_2,FRA,FZ,D_0,,1.0,
26,39.0,FRA_9,FRA,1,A_0,1.0,,
26,39.0,USA_8,USA,Y,JS_0,,1.0,
26,39.0,USA_4,USA,3,B_0,,,1.0
12,25.0,ITA_6,ITA,2,R_0,,1.0,
12,25.0,ITA_15,ITA,5,G_0,,1.0,
12,25.0,ITA_16,ITA,3,A_0,1.0,,
12,25.0,NED_7,NED,L,JS_0,,1.0,
12,44.0,NED_18,NED,5,R_1,,1.0,
12,44.0,NED_2,NED,2,G_0,,1.0,
12,44.0,NED_14,NED,3,A_0,,1.0,
12,44.0,ITA_19,ITA,L,FS_0,,1.0,
12,44.0,ITA_15,ITA,4,D_0,,1.0,
12,44.0,ITA_6,ITA,FZ,G_0,,1.0,
12,44.0,ITA_15,ITA,1,A_0,,,1.0
12,44.0,ITA_2,ITA,3,B_0,1.0,,
4,11.0,IRI_5,IRI,M,JS_0,1.0,,
9,37.0,NED_12,NED,4,R_1,,1.0,
9,37.0,NED_2,NED,3,G_1,,1.0,
9,37.0,NED_12,NED,1,A_0,,,1.0
9,37.0,ITA_17,ITA,L,FS_0,,1.0,
9,37.0,ITA_19,ITA,3,B_0,1.0,,
15,21.0,POL_21,POL,5,R_1,,1.0,
15,21.0,POL_19,POL,2,G_0,,1.0,
15,21.0,POL_16,POL,1,A_0,,,1.0
15,21.0,ITA_17,ITA,L,FS_0,,1.0,
15,21.0,ITA_16,ITA,1,B_0,1.0,,
6,6.0,FRA_14,FRA,1,B_0,1.0,,
6,6.0,FRA_9,FRA,8,R_0,,1.0,
6,6.0,ITA_5,ITA,L,JS_0,,1.0,
6,6.0,ITA_7,ITA,2,D_0,,1.0,
6,6.0,ITA_6,ITA,2,G_1,,1.0,
6,6.0,ITA_16,ITA,3,A_0,,,1.0
9,17.0,ITA_7,ITA,5,R_0,,1.0,
9,17.0,ITA_6,ITA,2,At_0,,,1.0
9,17.0,NED_22,NED,2,FS_0,,1.0,
9,17.0,NED_4,NED,1,D_0,1.0,,
7,5.0,FRA_2,FRA,9,R_0,,1.0,
7,5.0,FRA_11,FRA,2,G_0,,1.0,
7,5.0,FRA_4,FRA,3,A_0,,,1.0
7,5.0,ITA_5,ITA,L,JS_0,,1.0,
7,5.0,ITA_7,ITA,7,D_0,1.0,,
2,7.0,POL_17,POL,9,R_1,,1.0,
2,7.0,POL_19,POL,2,G_1,,1.0,
2,7.0,POL_6,POL,3,A_0,1.0,,
2,7.0,IRI_17,IRI,L,JS_0,,1.0,
2,7.0,IRI_22,IRI,1,B_0,,,1.0
19,25.0,BRA_9,BRA,4,R_0,,1.0,
19,25.0,BRA_1,BRA,2,G_0,,1.0,
19,25.0,BRA_12,BRA,2,A_0,,1.0,
19,25.0,USA_11,USA,Y,JS_0,,1.0,
19,25.0,USA_20,USA,2,B_0,,1.0,
19,25.0,USA_11,USA,6,D_0,,1.0,
19,25.0,USA_20,USA,2,G_0,,1.0,
19,25.0,USA_8,USA,1,A_0,1.0,,
22,29.0,USA_15,USA,8,D_0,,1.0,
22,29.0,USA_2,USA,1,B_0,,1.0,
22,29.0,USA_15,USA,9,D_1,,1.0,
22,29.0,USA_11,USA,2,G_0,,1.0,
22,29.0,USA_2,USA,1,A_0,1.0,,
22,29.0,BRA_6,BRA,6,D_0,,1.0,
22,29.0,BRA_14,BRA,2,G_0,,1.0,
22,29.0,BRA_9,BRA,6,A_0,,1.0,
22,29.0,USA_2,USA,7,R_0,,1.0,
22,29.0,USA_11,USA,5,G_0,,1.0,
22,29.0,USA_15,USA,6,A_0,,1.0,
22,29.0,BRA_6,BRA,Y,JS_0,,1.0,
22,29.0,BRA_15,BRA,7,D_0,,1.0,
22,29.0,BRA_14,BRA,2,G_0,,1.0,
22,29.0,BRA_9,BRA,6,A_0,,1.0,
8,6.0,ITA_19,ITA,3,B_0,,1.0,
8,6.0,ITA_9,ITA,6,D_0,1.0,,
8,6.0,FRA_4,FRA,6,D_1,,1.0,
8,6.0,FRA_11,FRA,2,G_1,,1.0,
8,6.0,FRA_14,FRA,3,A_0,,,1.0
8,6.0,ITA_5,ITA,7,R_0,,1.0,
8,6.0,ITA_6,ITA,3,G_1,,1.0,
8,6.0,ITA_5,ITA,1,A_0,,1.0,
8,6.0,FRA_17,FRA,M,JS_0,,1.0,
8,6.0,FRA_14,FRA,3,B_0,,1.0,
8,6.0,FRA_2,FRA,7,D_1,,1.0,
8,6.0,FRA_11,FRA,2,G_1,,1.0,
8,6.0,FRA_9,FRA,1,A_0,,1.0,
17,26.0,FRA_17,FRA,4,R_0,,1.0,
17,26.0,FRA_11,FRA,3,G_0,,1.0,
17,26.0,FRA_17,FRA,1,A_0,,,1.0
17,26.0,JAP_2,JAP,L,FS_0,,1.0,
17,26.0,JAP_6,JAP,3,B_0,1.0,,
7,18.0,ITA_15,ITA,8,R_0,1.0,,
7,18.0,FRA_9,FRA,Y,JS_0,,,1.0
15,7.0,POL_21,POL,5,R_1,,1.0,
15,7.0,POL_19,POL,2,G_0,,1.0,
15,7.0,POL_20,POL,2,A_0,,,1.0
15,7.0,ITA_17,ITA,L,FS_0,,1.0,
15,7.0,ITA_19,ITA,2,B_0,,1.0,
15,7.0,ITA_5,ITA,7,D_0,1.0,,
10,9.0,NED_18,NED,8,R_0,,1.0,
10,9.0,NED_4,NED,4,G_0,1.0,,
10,9.0,ITA_16,ITA,L,JS_0,,1.0,
1,6.0,IRI_5,IRI,Y,JS_0,1.0,,
20,2.0,BRA_17,BRA,8,R_0,,1.0,
20,2.0,BRA_1,BRA,2,G_0,,1.0,
20,2.0,BRA_9,BRA,4,A_0,,,1.0
20,2.0,USA_11,USA,M,JS_0,,1.0,
20,2.0,USA_22,USA,4,D_0,1.0,,
22,15.0,BRA_17,BRA,8,R_0,,1.0,
22,15.0,BRA_14,BRA,5,G_0,,1.0,
22,15.0,BRA_18,BRA,1,A_0,1.0,,
22,15.0,USA_2,USA,M,JS_0,,1.0,
28,17.0,POL_14,POL,5,R_1,,1.0,
28,17.0,POL_19,POL,2,G_1,,1.0,
28,17.0,POL_20,POL,2,A_0,,,1.0
28,17.0,USA_4,USA,Y,FS_0,,1.0,
28,17.0,USA_2,USA,8,D_0,1.0,,
28,36.0,POL_14,POL,9,D_0,,1.0,
28,36.0,POL_6,POL,FZ,D_0,,1.0,
28,36.0,POL_19,POL,6,D_0,,1.0,
28,36.0,USA_20,USA,6,D_1,,1.0,
28,36.0,USA_11,USA,2,G_1,,1.0,
28,36.0,USA_20,USA,2,At_0,,,1.0
28,36.0,USA_19,USA,2,D_0,1.0,,
28,36.0,POL_17,POL,9,R_1,,1.0,
28,36.0,POL_19,POL,2,G_1,,1.0,
28,36.0,POL_16,POL,1,A_0,,1.0,
28,36.0,USA_15,USA,Y,JS_0,,1.0,
28,36.0,USA_11,USA,3,B_0,,1.0,
28,36.0,USA_8,USA,1,D_0,,1.0,
28,36.0,USA_20,USA,2,D_0,,1.0,
28,36.0,USA_8,USA,1,At_0,,1.0,
13,9.0,ITA_5,ITA,4,R_0,1.0,,
13,9.0,POL_20,POL,L,JS_0,,,1.0
22,14.0,USA_22,USA,8,R_0,,1.0,
22,14.0,USA_11,USA,2,G_0,,1.0,
22,14.0,USA_15,USA,6,A_0,,,1.0
22,14.0,BRA_6,BRA,Y,JS_0,,1.0,
22,14.0,BRA_6,BRA,8,D_0,1.0,,
6,27.0,ITA_5,ITA,8,R_0,,1.0,
6,27.0,ITA_6,ITA,2,G_1,,1.0,
6,27.0,ITA_14,ITA,2,A_0,,,1.0
6,27.0,FRA_14,FRA,Y,JS_0,,1.0,
6,27.0,FRA_17,FRA,4,D_0,1.0,,
23,15.0,USA_8,USA,8,R_0,,1.0,
23,15.0,USA_11,USA,1,G_1,,1.0,
23,15.0,USA_2,USA,1,A_0,,,1.0
23,15.0,FRA_11,FRA,Y,JS_0,,1.0,
23,15.0,FRA_17,FRA,5,D_0,1.0,,
10,23.0,NED_8,NED,L,JS_0,1.0,,
18,13.0,JAP_6,JAP,5,R_0,,1.0,
18,13.0,JAP_8,JAP,2,G_0,,1.0,
18,13.0,JAP_1,JAP,3,A_0,1.0,,
18,13.0,FRA_19,FRA,Y,JS_0,,1.0,
18,13.0,FRA_17,FRA,1,B_0,,,1.0
28,16.0,USA_22,USA,3,D_0,,1.0,
28,16.0,USA_4,USA,1,At_0,,,1.0
28,16.0,USA_19,USA,3,D_0,1.0,,
28,16.0,USA_2,USA,8,R_0,,1.0,
28,16.0,USA_11,USA,1,G_0,,1.0,
28,16.0,USA_5,USA,3,A_0,,1.0,
28,16.0,POL_15,POL,Y,JS_0,,1.0,
28,16.0,POL_16,POL,1,B_0,,1.0,
24,10.0,UAS_18,UAS,9,R_1,,1.0,
24,10.0,UAS_11,UAS,3,G_1,,1.0,
24,10.0,UAS_20,UAS,2,A_0,,,1.0
24,10.0,FRA_17,FRA,M,JS_0,,1.0,
24,10.0,FRA_14,FRA,2,B_0,1.0,,
25,11.0,USA_18,USA,7,R_1,,1.0,
25,11.0,USA_11,USA,2,G_1,,1.0,
25,11.0,USA_2,USA,1,A_0,,,1.0
25,11.0,FRA_11,FRA,Y,JS_0,,1.0,
25,11.0,FRA_11,FRA,6,D_0,1.0,,
26,25.0,FRA_2,FRA,8,R_0,,1.0,
26,25.0,FRA_11,FRA,3,G_0,,1.0,
26,25.0,FRA_1,FRA,2,A_0,,,1.0
26,25.0,USA_8,USA,Y,JS_0,,1.0,
26,25.0,USA_11,USA,2,B_0,1.0,,
22,26.0,BRA_9,BRA,9,R_0,,1.0,
22,26.0,BRA_14,BRA,3,G_0,,1.0,
22,26.0,BRA_23,BRA,2,A_0,,,1.0
22,26.0,USA_20,USA,L,FS_0,,1.0,
22,26.0,USA_4,USA,2,B_0,1.0,,
21,35.0,BRA_9,BRA,4,R_1,,1.0,
21,35.0,BRA_1,BRA,2,G_1,,1.0,
21,35.0,BRA_23,BRA,2,A_1,,,1.0
21,35.0,USA_8,USA,M,FS_0,,1.0,
21,35.0,USA_15,USA,2,B_0,,1.0,
21,35.0,USA_11,USA,6,D_0,1.0,,
24,7.0,UAS_20,UAS,2,D_1,,1.0,
24,7.0,UAS_11,UAS,2,G_0,,1.0,
24,7.0,UAS_20,UAS,2,A_0,,1.0,
24,7.0,UAS_22,UAS,8,D_0,1.0,,
24,7.0,FRA_14,FRA,1,B_0,,,1.0
24,7.0,UAS_8,UAS,6,R_0,,1.0,
24,7.0,UAS_11,UAS,2,G_0,,1.0,
24,7.0,UAS_15,UAS,3,A_0,,1.0,
24,7.0,FRA_17,FRA,Y,JS_0,,1.0,
24,7.0,FRA_17,FRA,8,D_0,,1.0,
24,7.0,FRA_11,FRA,FZ,D_0,,1.0,
3,3.0,POL_14,POL,8,R_1,,1.0,
3,3.0,POL_19,POL,2,G_1,,1.0,
3,3.0,POL_16,POL,1,A_0,,,1.0
3,3.0,IRI_1,IRI,Y,FS_0,,1.0,
3,3.0,IRI_17,IRI,3,B_0,1.0,,
28,45.0,USA_8,USA,Y,JS_0,,,1.0
28,45.0,USA_14,USA,7,R_0,1.0,,
26,15.0,FRA_9,FRA,5,R_0,,1.0,
26,15.0,FRA_11,FRA,5,G_0,,1.0,
26,15.0,FRA_17,FRA,1,A_0,,,1.0
26,15.0,USA_4,USA,Y,FS_0,,1.0,
26,15.0,USA_8,USA,2,D_0,1.0,,
20,21.0,BRA_12,BRA,2,B_0,,1.0,
20,21.0,BRA_17,BRA,8,D_0,1.0,,
20,21.0,BRA_18,BRA,7,R_0,,1.0,
20,21.0,BRA_1,BRA,2,G_0,,1.0,
20,21.0,BRA_9,BRA,5,A_0,,1.0,
20,21.0,USA_11,USA,M,JS_0,,1.0,
20,21.0,USA_2,USA,8,D_0,,1.0,
20,21.0,USA_11,USA,3,G_0,,1.0,
20,21.0,USA_20,USA,2,A_0,,,1.0
21,19.0,USA_8,USA,9,R_0,,1.0,
21,19.0,BRA_16,BRA,M,JS_0,,1.0,
21,19.0,BRA_11,BRA,3,G_0,,1.0,
21,19.0,BRA_20,BRA,2,At_0,,,1.0
21,19.0,BRA_28,BRA,2,D_0,1.0,,
2,18.0,IRI_1,IRI,Y,FS_0,1.0,,
28,42.0,USA_2,USA,7,D_0,1.0,,
28,42.0,USA_5,USA,7,R_0,,1.0,
28,42.0,POL_16,POL,M,JS_0,,1.0,
28,42.0,POL_16,POL,6,D_0,,1.0,
28,42.0,POL_12,POL,3,G_0,,1.0,
28,42.0,POL_5,POL,3,A_0,,,1.0
2,10.0,POL_16,POL,6,R_0,,1.0,
2,10.0,POL_19,POL,6,G_0,,1.0,
2,10.0,POL_6,POL,3,A_0,,,1.0
2,10.0,IRI_22,IRI,Y,JS_0,,1.0,
2,10.0,IRI_2,IRI,1,B_0,1.0,,
14,3.0,ITA_7,ITA,4,D_0,,1.0,
14,3.0,ITA_6,ITA,8,G_0,,1.0,
14,3.0,ITA_16,ITA,1,At_0,,,1.0
14,3.0,POL_19,POL,6,D_0,1.0,,
14,3.0,ITA_15,ITA,8,R_0,,1.0,
14,3.0,ITA_6,ITA,3,G_0,,1.0,
14,3.0,ITA_17,ITA,2,A_0,,1.0,
14,3.0,POL_15,POL,Y,JS_0,,1.0,
14,3.0,POL_20,POL,2,B_0,,1.0,
14,3.0,POL_14,POL,8,D_0,,1.0,
14,3.0,POL_18,POL,6,G_0,,1.0,
14,3.0,POL_16,POL,1,A_0,,1.0,
6,22.0,FRA_4,FRA,Y,JS_0,1.0,,
16,12.0,FRA_19,FRA,Y,JS_0,1.0,,
3,42.0,IRI_8,IRI,5,R_1,,1.0,
3,42.0,IRI_25,IRI,2,G_0,,1.0,
3,42.0,IRI_1,IRI,2,A_0,,,1.0
3,42.0,POL_7,POL,L,FS_0,,1.0,
3,42.0,POL_20,POL,2,B_0,1.0,,
26,7.0,FRA_1,FRA,2,B_0,1.0,,
26,7.0,FRA_17,FRA,8,R_0,,1.0,
26,7.0,FRA_9,FRA,FZ,D_0,,1.0,
26,7.0,FRA_4,FRA,6,D_0,,1.0,
26,7.0,USA_8,USA,Y,JS_0,,1.0,
26,7.0,USA_22,USA,8,D_1,,1.0,
26,7.0,USA_11,USA,2,G_0,,1.0,
26,7.0,USA_4,USA,2,A_0,,,1.0
29,12.0,USA_11,USA,6,D_0,,1.0,
29,12.0,USA_22,USA,5,G_0,,1.0,
29,12.0,USA_2,USA,1,A_0,,,1.0
29,12.0,POL_15,POL,3,B_0,1.0,,
29,12.0,USA_2,USA,4,R_1,,1.0,
29,12.0,USA_11,USA,2,G_0,,1.0,
29,12.0,USA_8,USA,2,A_0,,1.0,
29,12.0,POL_19,POL,L,FS_0,,1.0,
29,12.0,POL_15,POL,2,B_0,,1.0,
17,3.0,FRA_4,FRA,3,B_0,,1.0,
17,3.0,FRA_1,FRA,FZ,D_0,,1.0,
17,3.0,FRA_11,FRA,5,G_0,,1.0,
17,3.0,FRA_17,FRA,1,A_0,,1.0,
17,3.0,FRA_4,FRA,3,B_0,1.0,,
17,3.0,JAP_8,JAP,3,B_0,,1.0,
17,3.0,JAP_1,JAP,6,D_0,,1.0,
17,3.0,JAP_8,JAP,3,G_0,,1.0,
17,3.0,JAP_7,JAP,1,A_0,,,1.0
17,3.0,JAP_5,JAP,5,D_0,,1.0,
17,3.0,JAP_20,JAP,5,G_0,,1.0,
17,3.0,JAP_7,JAP,1,A_0,,,
17,3.0,JAP_5,JAP,8,R_0,,1.0,
17,3.0,FRA_1,FRA,Y,JS_0,,1.0,
17,3.0,FRA_14,FRA,2,B_0,,1.0,
26,18.0,USA_18,USA,8,R_1,,1.0,
26,18.0,USA_11,USA,2,G_1,,1.0,
26,18.0,USA_20,USA,2,A_0,,,1.0
26,18.0,FRA_4,FRA,Y,JS_0,,1.0,
26,18.0,FRA_4,FRA,4,D_0,1.0,,
9,44.0,ITA_12,ITA,4,R_0,1.0,,
9,44.0,NED_8,NED,L,JS_0,,,1.0
28,23.0,POL_15,POL,3,B_0,,1.0,
28,23.0,USA_8,USA,1,D_0,,,
28,23.0,USA_11,USA,2,G_0,,1.0,
28,23.0,USA_2,USA,1,A_0,1.0,,
28,23.0,POL_17,POL,8,R_0,,1.0,
28,23.0,POL_19,POL,3,G_0,,1.0,
28,23.0,POL_6,POL,3,A_0,,1.0,
28,23.0,USA_20,USA,M,JS_0,,1.0,
28,23.0,USA_4,USA,1,B_0,,1.0,
28,23.0,USA_8,USA,8,D_0,,1.0,
28,23.0,USA_20,USA,7,G_0,,1.0,
28,23.0,USA_2,USA,1,At_0,,1.0,
14,1.0,POL_14,POL,8,D_1,,1.0,
14,1.0,POL_19,POL,2,G_1,,1.0,
14,1.0,POL_6,POL,3,A_0,1.0,,
14,1.0,ITA_5,ITA,1,B_0,,,1.0
14,1.0,POL_17,POL,8,R_0,,1.0,
14,1.0,POL_19,POL,3,G_1,,1.0,
14,1.0,POL_16,POL,1,At_0,,1.0,
14,1.0,ITA_6,ITA,M,JS_0,,1.0,
14,1.0,ITA_5,ITA,1,D_0,,1.0,
14,1.0,ITA_17,ITA,2,D_0,,1.0,
14,1.0,ITA_6,ITA,2,D_0,,1.0,
21,5.0,USA_22,USA,8,R_1,,1.0,
21,5.0,USA_11,USA,2,G_1,,1.0,
21,5.0,USA_8,USA,5,A_0,,,1.0
21,5.0,BRA_28,BRA,Y,FS_0,,1.0,
21,5.0,BRA_28,BRA,9,D_0,1.0,,
30,9.0,POL_10,POL,Y,JS_0,1.0,,
15,23.0,POL_6,POL,Y,JS_0,1.0,,
18,35.0,JAP_20,JAP,3,D_1,,1.0,
18,35.0,JAP_9,JAP,2,G_1,,1.0,
18,35.0,JAP_6,JAP,2,A_0,,,1.0
18,35.0,FRA_4,FRA,5,D_0,1.0,,
18,35.0,JAP_5,JAP,8,R_0,,1.0,
